heart_disease_mortality_per_100k,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician
240,0.554,0.046,0.117,0.047,0.505,0.24,0.139,0.033,0.088,0.853,0,0.018,0.083501006,0.266599598,0.285714286,0.364185111,9,8,0.275,0.165,0.097,0.081,0.162,0.221,12,2.62,10.91,1899,1350
209,0.549,0.033,0.157,0.088,0.502,0.212,0.131,0.135,0.008,0.797,0.01,0.038,0.057199211,0.133136095,0.218934911,0.590729783,9,6,0.158,0.111,0.053,0.066,0.157,0.09,13,0.2,6.45,1090,800
243,0.508,0.057,0.222,0.055,0.511,0.242,0.126,0.287,0.211,0.426,0.004,0.048,0.148111332,0.299204771,0.230616302,0.322067594,12,7,0.24,0.153,0.084,0.082,0.158,0.254,11,5,6.84,1209,1430
316,0.474,0.061,0.179,0.047,0.504,0.261,0.12,0.027,0.171,0.763,0.002,0.004,0.125992063,0.33531746,0.30952381,0.229166667,12,10,0.308,0.215,0.125,0.094,0.165,0.292,13,2.57,23.92,3730,2629
271,0.434,0.058,0.122,0.03,0.506,0.213,0.163,0.016,0.058,0.867,0.004,0.013,0.104685942,0.351944167,0.304087737,0.239282154,11,11,0.306,0.236,0.115,0.086,0.153,0.252,12,1.2,9.5,1960,1379
268,0.488,0.056,0.129,0.04,0.516,0.223,0.154,0.064,0.1,0.771,0.004,0.043,0.095285858,0.299899699,0.300902708,0.303911735,11,10,0.271,0.185,0.109,0.092,0.154,0.264,11,4.51,5.82,1360,1339
369,0.327,0.113,0.226,0.049,0.504,0.208,0.173,0.016,0.021,0.959,0.003,0,0.232835821,0.416915423,0.267661692,0.082587065,10,14,0.399,0.356,0.153,0.112,0.091,0.414,13,10.5,32.28,11989,1639
394,0.454,0.043,0.272,0.129,0.507,0.248,0.168,0.063,0.029,0.782,0.081,0.002,0.150300601,0.433867735,0.26252505,0.153306613,13,13,0.322,0.25,0.12,0.083,0.094,0.338,10,6.27,37.1,3450,2740
251,0.465,0.054,0.215,0.07,0.503,0.249,0.123,0.223,0.092,0.47,0.012,0.161,0.133599202,0.228315055,0.352941176,0.285144566,13,8,0.257,0.153,0.09,0.074,0.186,0.169,9,5.3,8.26,1379,1259
337,0.393,0.059,0.286,0.076,0.519,0.265,0.151,0.034,0.3,0.651,0.002,0.003,0.199203187,0.284860558,0.328685259,0.187250996,14,12,0.362,0.209,0.129,0.11,0.067,0.361,12,9,33.03,2290,1900
281,0.484,0.057,0.163,0.054,0.513,0.255,0.123,0.019,0.419,0.498,0,0.015,0.127744511,0.29241517,0.324351297,0.255489022,13,8,0.33,0.193,0.113,0.097,0.156,0.265,12,6.42,13.6,3069,969
257,0.519,0.042,0.105,0.053,0.511,0.201,0.16,0.023,0.026,0.898,0,0.029,0.084507042,0.349094567,0.237424547,0.328973843,11,9,0.252,0.148,0.097,0.079,0.138,0.22,13,0,10.06,1640,1090
297,0.476,0.078,0.303,0.072,0.498,0.245,0.137,0.056,0.33,0.571,0.028,0.009,0.251256281,0.436180905,0.207035176,0.105527638,15,10,0.381,0.221,0.131,0.11,0.144,0.315,11,7.2,23.27,2589,2000
402,0.446,0.07,0.31,0.085,0.508,0.27,0.156,0.124,0.294,0.569,0.003,0,0.215075377,0.379899497,0.28241206,0.122613065,14,10,0.358,0.188,0.151,0.122,0.096,0.316,11,7.52,26.57,2830,3219
245,0.52,0.042,0.114,0.048,0.504,0.243,0.116,0.092,0.094,0.772,0.003,0.029,0.073339941,0.252725471,0.278493558,0.395441031,12,7,0.273,0.159,0.083,0.081,0.165,0.196,13,1.8,8.74,1529,1689
254,0.498,0.059,0.223,0.077,0.528,0.221,0.111,0.059,0.346,0.56,0.012,0.02,0.114026236,0.256306761,0.34308779,0.286579213,12,7,0.373,0.183,0.089,0.109,0.123,0.249,12,7.8,15.83,1619,999
308,0.433,0.064,0.25,0.059,0.494,0.188,0.171,0.01,0.016,0.966,0,0,0.178464606,0.464606181,0.208374875,0.148554337,11,10,0.357,0.27,0.097,0.083,0.089,0.348,13,5.6,19.36,4230,4829
289,0.469,0.06,0.217,0.053,0.501,0.246,0.132,0.025,0.072,0.856,0.01,0.009,0.128128128,0.381381381,0.294294294,0.196196196,13,8,0.331,0.271,0.118,0.079,0.136,0.291,13,3.38,15.36,2339,2349
363,0.436,0.058,0.204,0.067,0.515,0.226,0.17,0.016,0.07,0.89,0,0.007,0.152390438,0.397410359,0.295816733,0.15438247,12,13,0.337,0.234,0.119,0.099,0.09,0.344,14,3.66,19.13,2390,879
238,0.457,0.057,0.246,0.092,0.493,0.249,0.111,0.063,0.242,0.642,0.006,0.019,0.115115115,0.318318318,0.343343343,0.223223223,14,7,0.365,0.221,0.135,0.081,0.15,0.258,12,6.2,19.13,3729,3210
212,0.539,0.02,0.188,0.053,0.511,0.178,0.176,0.022,0.013,0.928,0,0.026,0.080234834,0.284735812,0.253424658,0.381604697,9,9,0.253,0.168,0.085,0.076,0.184,0.188,11,0.63,10.25,1450,519
248,0.515,0.08,0.068,0.015,0.507,0.222,0.151,0.066,0.029,0.871,0.017,0.023,0.174302789,0.306772908,0.272908367,0.246015936,10,9,0.286,0.199,0.103,0.086,0.202,0.276,10,1.8,8.39,1790,1899
290,0.441,0.06,0.246,0.091,0.515,0.203,0.152,0.053,0.225,0.659,0.017,0.036,0.1,0.3,0.367,0.233,12,10,0.299,0.203,0.116,0.095,0.152,0.251,13,7.38,16.12,1929,1549
466,0.349,0.105,0.292,0.067,0.515,0.267,0.129,0.031,0.722,0.244,0.003,0.006,0.23248731,0.337055838,0.248730964,0.181725888,17,12,0.43,0.231,0.14,0.149,0.133,0.37,12,16.1,20.02,3160,1539
168,0.419,0.112,0.31,0.188,0.526,0.288,0.158,0.826,0.003,0.159,0.008,0,0.262048193,0.258032129,0.25502008,0.224899598,14,6,0.2,0.174,0.065,0.085,0.174,0.169,9,4.9,13.45,3590,3149
327,0.409,0.051,0.236,0.059,0.487,0.228,0.162,0.029,0.106,0.835,0.003,0.005,0.148915187,0.418145957,0.300788955,0.132149901,10,12,0.342,0.273,0.115,0.086,0.105,0.339,12,4.31,28.65,5919,4110
318,0.466,0.033,0.259,0.099,0.509,0.246,0.151,0.089,0.03,0.799,0.03,0.009,0.129949239,0.358375635,0.296446701,0.215228426,16,11,0.329,0.232,0.115,0.071,0.146,0.303,10,3.41,20.73,1799,1630
268,0.482,0.071,0.147,0.028,0.514,0.247,0.135,0.032,0.305,0.637,0,0.006,0.104846686,0.28090999,0.357072206,0.257171118,13,10,0.294,0.221,0.11,0.086,0.195,0.29,12,15.1,11.54,1580,1649
223,0.523,0.05,0.155,0.08,0.515,0.238,0.14,0.067,0.078,0.814,0,0.022,0.088145897,0.284701114,0.291793313,0.335359676,12,8,0.287,0.173,0.097,0.056,0.16,0.198,13,3.58,15.68,1910,2060
221,0.48,0.075,0.206,0.06,0.506,0.277,0.129,0.182,0.016,0.751,0.008,0.025,0.111336032,0.240890688,0.354251012,0.293522267,14,7,0.317,0.146,0.098,0.065,0.126,0.193,10,2.61,7.1,1640,1320
195,0.53,0.051,0.189,0.09,0.501,0.276,0.076,0.153,0.089,0.621,0.013,0.113,0.059183673,0.148979592,0.285714286,0.506122449,12,4,0.247,0.092,0.077,0.082,0.134,0.197,10,1.84,7.57,1690,1090
321,0.451,0.073,0.207,0.061,0.534,0.218,0.2,0.036,0.487,0.451,0.012,0.011,0.20766129,0.277217742,0.333669355,0.181451613,13,16,0.35,0.242,0.139,0.121,0.102,0.316,13,17.6,12.79,1019,1039
338,0.386,0.101,0.246,0.161,0.494,0.2,0.248,0.146,0.021,0.781,0.02,0.006,0.142288557,0.354228856,0.365174129,0.138308458,9,16,0.302,0.26,0.111,0.094,0.134,0.294,12,6.4,44.8,4329,2399
278,0.475,0.038,0.245,0.142,0.497,0.244,0.141,0.109,0.019,0.846,0.007,0.005,0.113974232,0.274529237,0.352824579,0.258671952,12,8,0.309,0.198,0.104,0.068,0.14,0.282,10,2.15,19.96,3070,2190
261,0.461,0.057,0.153,0.05,0.497,0.262,0.12,0.193,0.093,0.683,0.006,0.024,0.112121212,0.3,0.306060606,0.281818182,13,7,0.237,0.205,0.103,0.075,0.198,0.253,11,1.79,10.86,1580,1429
354,0.411,0.07,0.285,0.098,0.504,0.258,0.144,0.142,0.016,0.815,0.02,0.006,0.278606965,0.343283582,0.264676617,0.113432836,12,10,0.325,0.181,0.128,0.101,0.097,0.311,13,1.68,24.35,4220,2849
279,0.436,0.059,0.157,0.065,0.495,0.216,0.17,0.01,0.087,0.873,0.002,0.005,0.132936508,0.413690476,0.296626984,0.156746032,11,12,0.332,0.256,0.114,0.092,0.125,0.289,14,3.3,10.27,1459,2149
263,0.339,0.064,0.197,0.063,0.476,0.309,0.074,0.15,0.173,0.589,0.018,0.028,0.079681275,0.301792829,0.419322709,0.199203187,28,5,0.334,0.265,0.076,0.086,0.147,0.253,9,5.5,12.77,890,2230
292,0.341,0.082,0.265,0.116,0.521,0.163,0.339,0.043,0.02,0.899,0.001,0.013,0.130952381,0.388888889,0.310515873,0.169642857,7,17,0.289,0.232,0.123,0.076,0.153,0.249,11,2.41,24.61,3369,1750
248,0.393,0.086,0.223,0.147,0.5,0.206,0.257,0.189,0.001,0.65,0.145,0,0.153306613,0.306613226,0.374749499,0.165330661,12,14,0.256,0.239,0.113,0.092,0.153,0.251,10,10.01,30.4,2080,1430
420,0.369,0.072,0.303,0.109,0.514,0.286,0.131,0.016,0.213,0.596,0.164,0,0.222777223,0.328671329,0.316683317,0.131868132,14,13,0.364,0.276,0.156,0.113,0.076,0.353,13,3.85,37.82,2509,1980
325,0.373,0.093,0.339,0.091,0.521,0.271,0.121,0.082,0.24,0.273,0.39,0.002,0.252758275,0.32998997,0.292878636,0.124373119,14,9,0.409,0.254,0.162,0.112,0.088,0.369,12,23.24,36.93,5359,2249
337,0.397,0.096,0.221,0.071,0.524,0.249,0.144,0.023,0.442,0.519,0.004,0.006,0.210313448,0.374115268,0.295247725,0.120323559,14,12,0.377,0.209,0.133,0.123,0.09,0.319,13,6.26,39.71,5619,2790
302,0.508,0.08,0.165,0.031,0.5,0.23,0.167,0.079,0.026,0.881,0,0.008,0.122144985,0.372393247,0.346573982,0.158887786,11,11,0.292,0.218,0.098,0.086,0.239,0.272,13,0.26,16.26,2309,2219
297,0.482,0.051,0.131,0.055,0.508,0.206,0.189,0.013,0.015,0.95,0.014,0.006,0.091826438,0.486377397,0.229061554,0.192734612,11,13,0.325,0.233,0.109,0.072,0.151,0.311,13,2.4,13.38,1880,1169
307,0.416,0.107,0.262,0.082,0.537,0.223,0.169,0.019,0.617,0.33,0.009,0.01,0.184079602,0.345273632,0.28159204,0.189054726,11,13,0.403,0.214,0.169,0.134,0.117,0.29,12,13.6,34.14,2840,2029
256,0.518,0.043,0.115,0.048,0.519,0.206,0.17,0.031,0.034,0.878,0.007,0.039,0.084168337,0.347695391,0.240480962,0.327655311,11,9,0.253,0.153,0.099,0.057,0.146,0.188,13,1.4,9.68,1509,1070
242,0.515,0.053,0.206,0.086,0.495,0.291,0.103,0.109,0.114,0.734,0.008,0.026,0.115758755,0.253891051,0.30155642,0.328793774,11,6,0.263,0.165,0.095,0.086,0.145,0.198,13,3.5,13.04,4090,1699
287,0.434,0.067,0.118,0.047,0.511,0.215,0.177,0.07,0.019,0.884,0,0.005,0.120240481,0.355711423,0.317635271,0.206412826,11,10,0.271,0.242,0.09,0.079,0.194,0.249,13,2.21,11.9,1999,1970
208,0.538,0.052,0.168,0.043,0.506,0.213,0.164,0.03,0.013,0.929,0.015,0.009,0.069,0.262,0.358,0.311,10,9,0.305,0.171,0.096,0.072,0.164,0.195,11,0.6,11.01,1119,659
242,0.503,0.051,0.112,0.044,0.518,0.214,0.174,0.03,0.02,0.917,0,0.012,0.073146293,0.283567134,0.322645291,0.320641283,10,10,0.29,0.14,0.082,0.068,0.159,0.209,12,1.03,7.93,2070,1209
336,0.461,0.062,0.136,0.06,0.494,0.195,0.189,0.037,0.022,0.919,0,0.01,0.123,0.476,0.246,0.155,9,13,0.316,0.247,0.114,0.077,0.185,0.299,12,2,19.98,2570,1689
250,0.533,0.041,0.122,0.045,0.515,0.212,0.144,0.052,0.091,0.83,0.004,0.009,0.093401015,0.327918782,0.310659898,0.268020305,13,9,0.287,0.201,0.097,0.078,0.188,0.225,11,1.5,9.57,1540,1029
243,0.499,0.05,0.097,0.035,0.505,0.211,0.171,0.041,0.032,0.903,0.005,0.014,0.069556452,0.276209677,0.328629032,0.325604839,10,9,0.295,0.148,0.09,0.077,0.155,0.185,12,0.9,9.75,1939,1200
205,0.494,0.076,0.199,0.045,0.505,0.27,0.112,0.304,0.057,0.588,0.01,0.04,0.175824176,0.230769231,0.27972028,0.313686314,13,6,0.269,0.142,0.065,0.071,0.204,0.217,13,1.55,8.05,1809,2290
278,0.478,0.057,0.195,0.052,0.509,0.261,0.111,0.06,0.26,0.665,0.005,0.008,0.129162462,0.369323915,0.304742684,0.196770938,13,8,0.338,0.203,0.097,0.103,0.172,0.331,12,7.25,15.22,3549,3500
362,0.433,0.053,0.342,0.139,0.51,0.32,0.1,0.019,0,0.359,0.598,0,0.166163142,0.395770393,0.310171198,0.127895267,22,14,0.361,0.284,0.132,0.076,0.231,0.344,10,17,29.46,2219,2630
244,0.443,0.053,0.262,0.08,0.503,0.211,0.195,0.046,0.037,0.879,0.002,0.005,0.248502994,0.324351297,0.298403194,0.128742515,10,11,0.289,0.29,0.134,0.073,0.082,0.33,13,5.2,20.09,3130,2470
255,0.477,0.071,0.274,0.116,0.526,0.176,0.097,0.1,0.268,0.572,0.005,0.039,0.143147208,0.215228426,0.236548223,0.405076142,11,6,0.258,0.121,0.092,0.099,0.118,0.223,13,5.03,10.82,2090,1389
355,0.469,0.043,0.284,0.095,0.517,0.255,0.154,0.047,0.141,0.794,0.001,0.002,0.246766169,0.331343284,0.287562189,0.134328358,12,10,0.34,0.306,0.125,0.119,0.107,0.322,12,5.4,26.46,3460,1820
267,0.462,0.056,0.185,0.041,0.53,0.224,0.113,0.197,0.316,0.359,0.005,0.109,0.199799197,0.270080321,0.198795181,0.331325301,16,6,0.227,0.137,0.089,0.075,0.138,0.251,11,7.8,4.48,1669,1629
286,0.409,0.075,0.218,0.043,0.511,0.219,0.188,0.004,0.004,0.975,0.008,0.006,0.13253012,0.41064257,0.279116466,0.177710843,11,12,0.338,0.239,0.129,0.083,0.113,0.301,13,4.6,25.5,2649,2649
267,0.445,0.072,0.309,0.13,0.521,0.192,0.183,0.06,0.138,0.777,0.009,0,0.113131313,0.324242424,0.337373737,0.225252525,11,10,0.274,0.257,0.108,0.1,0.174,0.241,12,6.19,22.83,2590,1619
287,0.439,0.056,0.129,0.036,0.501,0.215,0.176,0.071,0.023,0.879,0.002,0.008,0.116514691,0.351570415,0.321175279,0.210739615,11,11,0.255,0.24,0.088,0.078,0.203,0.259,13,1.9,10.54,1839,1959
234,0.551,0.066,0.121,0.051,0.486,0.23,0.147,0.093,0.009,0.873,0,0.005,0.093718843,0.323030907,0.315054835,0.268195414,10,9,0.253,0.193,0.071,0.079,0.231,0.214,12,0.7,15.27,2509,2569
303,0.439,0.07,0.224,0.075,0.514,0.215,0.159,0.051,0.369,0.546,0.007,0.019,0.159880834,0.300893744,0.34061569,0.198609732,13,9,0.352,0.35,0.146,0.107,0.139,0.288,11,5.1,12.05,2489,1390
259,0.479,0.058,0.249,0.06,0.501,0.231,0.161,0.085,0.093,0.775,0.006,0.038,0.173134328,0.303482587,0.307462687,0.215920398,12,11,0.282,0.227,0.122,0.091,0.132,0.294,13,7.2,16.76,2059,1479
239,0.47,0.064,0.205,0.068,0.516,0.216,0.173,0.019,0.035,0.92,0,0.006,0.128230616,0.351888668,0.294234592,0.225646123,10,11,0.325,0.2,0.102,0.083,0.076,0.294,14,2.36,17.02,1969,1629
303,0.449,0.097,0.168,0.056,0.495,0.23,0.148,0.046,0.007,0.935,0.003,0.003,0.089463221,0.362823062,0.367793241,0.179920477,9,9,0.337,0.201,0.092,0.077,0.159,0.266,12,0.9,12.91,2490,2199
173,0.404,0.038,0.249,0.137,0.497,0.299,0.175,0.097,0.007,0.858,0.017,0.005,0.073852295,0.25249501,0.400199601,0.273453094,15,8,0.233,0.072,0.073,0.059,0.069,0.19,11,0.45,16.35,1509,1960
255,0.501,0.054,0.281,0.137,0.508,0.246,0.164,0.068,0.007,0.693,0.21,0,0.086086086,0.317317317,0.386386386,0.21021021,14,11,0.253,0.224,0.093,0.091,0.157,0.238,11,12.8,43.85,1569,1170
305,0.479,0.062,0.29,0.15,0.507,0.257,0.14,0.122,0.228,0.635,0.007,0.009,0.166332665,0.328657315,0.308617234,0.196392786,13,9,0.322,0.223,0.121,0.105,0.167,0.337,10,8.16,31.17,5359,3479
220,0.503,0.063,0.129,0.042,0.496,0.205,0.157,0.086,0.049,0.763,0.02,0.046,0.083753784,0.316851665,0.276488396,0.322906155,10,9,0.26,0.179,0.095,0.071,0.196,0.211,10,1.7,9.32,1520,1589
217,0.561,0.04,0.111,0.027,0.513,0.237,0.127,0.025,0.034,0.89,0.007,0.018,0.040733198,0.274949084,0.364562118,0.319755601,13,8,0.277,0.153,0.087,0.073,0.19,0.23,11,1.74,7.63,1489,1589
261,0.469,0.046,0.136,0.043,0.487,0.266,0.119,0.202,0.091,0.667,0.006,0.034,0.110889111,0.296703297,0.2997003,0.292707293,13,7,0.238,0.207,0.107,0.067,0.205,0.241,11,2.2,8.46,1530,1399
268,0.44,0.056,0.27,0.099,0.507,0.277,0.1,0.513,0.088,0.315,0.021,0.074,0.207753479,0.265407555,0.338966203,0.187872763,15,7,0.27,0.16,0.095,0.067,0.174,0.191,10,5.5,12.21,1570,1729
250,0.453,0.052,0.16,0.042,0.515,0.193,0.231,0.095,0.122,0.757,0.011,0.014,0.143595041,0.355371901,0.275826446,0.225206612,10,12,0.308,0.204,0.12,0.08,0.175,0.263,12,3.3,19.45,4390,2010
244,0.492,0.037,0.19,0.067,0.501,0.207,0.194,0.018,0.035,0.922,0,0.001,0.142433234,0.397626113,0.240356083,0.21958457,9,10,0.287,0.179,0.1,0.067,0.111,0.232,13,2.8,12.83,3510,2529
223,0.44,0.248,0.295,0.11,0.482,0.289,0.112,0.808,0.028,0.135,0.028,0.031,0.34040404,0.215151515,0.307070707,0.137373737,18,6,0.235,0.12,0.07,0.065,0.162,0.224,9,2.22,15.29,3219,4209
434,0.359,0.077,0.242,0.051,0.529,0.267,0.151,0.022,0.609,0.345,0,0,0.244466801,0.320925553,0.328973843,0.105633803,15,13,0.399,0.242,0.169,0.133,0.145,0.355,12,35.9,29.15,2909,2959
294,0.475,0.062,0.126,0.045,0.469,0.195,0.161,0.007,0.036,0.935,0.007,0.009,0.131034483,0.468965517,0.221674877,0.178325123,10,11,0.325,0.349,0.107,0.087,0.196,0.311,14,2.8,21.08,2520,2239
234,0.388,0.08,0.251,0.074,0.504,0.197,0.181,0.774,0.005,0.185,0.033,0.006,0.18444666,0.278165503,0.338983051,0.198404786,10,10,0.215,0.243,0.094,0.112,0.14,0.196,10,10.2,28.81,2590,1250
346,0.436,0.063,0.343,0.158,0.501,0.224,0.192,0.119,0.063,0.793,0.001,0.008,0.186,0.338,0.318,0.158,11,13,0.278,0.248,0.107,0.071,0.184,0.328,9,3.02,26.32,3349,2249
292,0.38,0.076,0.283,0.08,0.508,0.212,0.191,0.032,0.487,0.472,0.007,0,0.19979716,0.367139959,0.294117647,0.138945233,10,11,0.38,0.225,0.163,0.121,0.133,0.303,13,7,28.31,3429,2449
241,0.413,0.083,0.274,0.104,0.529,0.203,0.236,0.032,0.317,0.625,0.003,0.007,0.13608871,0.318548387,0.283266129,0.262096774,9,12,0.354,0.185,0.136,0.115,0.162,0.278,12,8.8,28,2079,1769
274,0.517,0.069,0.121,0.052,0.52,0.19,0.187,0.01,0.023,0.942,0,0,0.064974619,0.392893401,0.278172589,0.263959391,9,12,0.286,0.166,0.111,0.081,0.151,0.268,14,1.99,13.08,1660,1309
338,0.439,0.064,0.35,0.103,0.513,0.267,0.134,0.181,0.223,0.574,0.012,0.015,0.269155206,0.366404715,0.234774067,0.129666012,14,10,0.318,0.242,0.126,0.115,0.125,0.304,12,7.7,22.16,4199,1920
350,0.415,0.061,0.249,0.085,0.51,0.231,0.201,0.082,0,0.877,0.01,0.02,0.176649746,0.423350254,0.263959391,0.136040609,11,11,0.309,0.305,0.103,0.086,0.165,0.312,10,4.22,30.14,3980,1960
296,0.438,0.062,0.363,0.137,0.463,0.227,0.175,0.252,0.082,0.639,0.019,0.013,0.299196787,0.37248996,0.227911647,0.100401606,13,11,0.333,0.202,0.116,0.097,0.122,0.314,10,3.8,25.09,2799,2190
214,0.492,0.06,0.269,0.094,0.496,0.226,0.139,0.431,0.019,0.471,0.022,0.051,0.206175299,0.1812749,0.295816733,0.316733068,13,7,0.19,0.106,0.07,0.057,0.177,0.153,7,1.35,9.4,1419,1269
196,0.595,0.029,0.113,0.051,0.509,0.201,0.1,0.054,0.066,0.833,0.003,0.061,0.045226131,0.172864322,0.264321608,0.51758794,13,5,0.239,0.131,0.052,0.063,0.228,0.192,11,1.83,6.87,510,580
300,0.471,0.076,0.157,0.054,0.503,0.189,0.194,0.028,0.018,0.939,0.011,0.009,0.137791287,0.507598784,0.20668693,0.147922999,10,11,0.343,0.229,0.105,0.082,0.156,0.314,13,2.43,17.48,2880,2700
203,0.469,0.072,0.321,0.115,0.5,0.277,0.131,0.188,0.006,0.399,0.387,0.01,0.179282869,0.323705179,0.34561753,0.151394422,15,9,0.295,0.229,0.104,0.074,0.124,0.242,10,8.9,27.4,1370,1729
288,0.496,0.063,0.17,0.038,0.521,0.222,0.158,0.045,0.291,0.606,0.001,0.028,0.11988012,0.288711289,0.284715285,0.306693307,12,11,0.276,0.183,0.108,0.103,0.168,0.261,14,9.13,6,1120,899
339,0.379,0.085,0.28,0.169,0.504,0.183,0.267,0.144,0.032,0.769,0.023,0.017,0.14516129,0.353830645,0.365927419,0.135080645,9,16,0.297,0.26,0.108,0.102,0.137,0.295,12,6.1,33.65,4689,2380
307,0.438,0.061,0.208,0.063,0.491,0.246,0.133,0.061,0.125,0.783,0.012,0.019,0.162189055,0.327363184,0.280597015,0.229850746,11,8,0.335,0.218,0.11,0.08,0.085,0.298,13,4.62,23.18,3770,3550
330,0.405,0.069,0.225,0.054,0.517,0.222,0.174,0.039,0.102,0.853,0.011,0.004,0.203235592,0.368048534,0.303336704,0.125379171,10,12,0.336,0.322,0.127,0.092,0.121,0.346,12,8.13,32.53,13579,5349
186,0.48,0.045,0.232,0.097,0.515,0.205,0.223,0.125,0.13,0.716,0.012,0.025,0.13897281,0.2306143,0.253776435,0.376636455,9,9,0.255,0.204,0.102,0.078,0.172,0.224,12,5.2,17.62,4769,990
302,0.399,0.071,0.27,0.066,0.441,0.207,0.127,0.061,0.569,0.356,0.002,0.014,0.362,0.326,0.232,0.08,12,10,0.403,0.19,0.143,0.167,0.087,0.325,12,13.4,38.39,5020,15109
426,0.319,0.121,0.285,0.065,0.47,0.227,0.103,0.006,0.72,0.255,0,0.008,0.285714286,0.276723277,0.28971029,0.147852148,12,11,0.438,0.205,0.146,0.14,0.101,0.376,12,12.92,25.39,4650,3660
212,0.533,0.045,0.125,0.061,0.508,0.151,0.118,0.049,0.04,0.793,0,0.098,0.062374245,0.19416499,0.236418511,0.507042254,8,7,0.226,0.127,0.065,0.08,0.145,0.206,12,0.71,7.12,2259,1209
242,0.527,0.034,0.195,0.065,0.498,0.234,0.128,0.075,0.009,0.89,0.005,0,0.081653226,0.280241935,0.419354839,0.21875,15,9,0.267,0.262,0.075,0.079,0.17,0.239,11,3.16,21.52,1479,1329
295,0.353,0.074,0.292,0.121,0.518,0.215,0.194,0.005,0.42,0.563,0.009,0.004,0.254323499,0.372329603,0.260427263,0.112919634,11,11,0.352,0.27,0.151,0.122,0.09,0.35,11,18.28,32.14,6529,4350
295,0.391,0.077,0.261,0.165,0.494,0.194,0.262,0.154,0.012,0.781,0.021,0.002,0.160965795,0.358148893,0.362173038,0.118712274,9,14,0.276,0.267,0.11,0.077,0.17,0.31,12,7,19.83,2599,2229
212,0.489,0.05,0.176,0.074,0.503,0.296,0.104,0.099,0.026,0.774,0.001,0.083,0.078842315,0.193612774,0.26746507,0.46007984,11,6,0.242,0.129,0.101,0.072,0.184,0.171,13,1.6,9.93,2670,2499
210,0.521,0.059,0.121,0.037,0.513,0.241,0.134,0.134,0.089,0.611,0.015,0.153,0.054711246,0.218844985,0.201621074,0.524822695,10,7,0.201,0.094,0.078,0.084,0.141,0.229,11,1.62,3.69,1099,930
316,0.357,0.073,0.246,0.04,0.529,0.2,0.177,0.009,0.052,0.916,0.004,0.005,0.173869347,0.378894472,0.253266332,0.193969849,12,14,0.346,0.283,0.145,0.124,0.058,0.388,13,8.49,20.36,2649,1480
367,0.408,0.06,0.26,0.117,0.499,0.249,0.143,0.062,0.241,0.649,0.006,0.008,0.125125125,0.356356356,0.334334334,0.184184184,13,11,0.348,0.166,0.121,0.091,0.111,0.303,11,9.7,18.82,2070,1249
326,0.457,0.071,0.278,0.081,0.522,0.226,0.159,0.106,0.14,0.732,0.008,0.012,0.212362911,0.308075773,0.296111665,0.183449651,12,11,0.281,0.205,0.103,0.108,0.108,0.284,13,4.6,14.79,2519,780
210,0.586,0.051,0.299,0.155,0.471,0.157,0.187,0.214,0.049,0.705,0.007,0.021,0.091269841,0.279761905,0.31547619,0.313492063,10,9,0.182,0.233,0.079,0.085,0.275,0.181,11,4.63,19.63,2019,1470
287,0.455,0.088,0.206,0.068,0.51,0.242,0.136,0.02,0.507,0.478,0.005,0.006,0.159248269,0.447082097,0.25024728,0.143422354,15,9,0.359,0.197,0.135,0.118,0.231,0.321,11,8.14,30.03,3130,1980
241,0.523,0.054,0.15,0.054,0.501,0.274,0.107,0.036,0.022,0.901,0.005,0.019,0.0687251,0.289840637,0.331673307,0.309760956,13,6,0.298,0.179,0.106,0.085,0.175,0.252,13,2.31,9.88,1669,1709
332,0.419,0.066,0.193,0.046,0.51,0.212,0.183,0.014,0.014,0.954,0.005,0.014,0.187064677,0.441791045,0.241791045,0.129353234,10,13,0.355,0.261,0.137,0.09,0.044,0.349,13,3.5,23.24,5680,3529
350,0.512,0.061,0.236,0.056,0.507,0.2,0.103,0.044,0.476,0.441,0.007,0.045,0.156092649,0.236656596,0.288016113,0.319234642,14,9,0.335,0.265,0.124,0.123,0.222,0.256,12,30.5,11.11,2270,1249
271,0.476,0.049,0.165,0.073,0.504,0.225,0.187,0.01,0.03,0.955,0.001,0.004,0.127144299,0.449041372,0.224016145,0.199798184,12,11,0.32,0.192,0.117,0.068,0.108,0.27,14,4.1,19.29,2290,1680
236,0.523,0.052,0.143,0.04,0.511,0.271,0.111,0.11,0.007,0.824,0.011,0.017,0.074775673,0.269192423,0.328015952,0.328015952,10,7,0.267,0.198,0.074,0.069,0.195,0.225,13,1.37,8.61,1790,1809
